"gene","pathway","TCGA.2K.A9WE.01A","TCGA.2Z.A9J7.01A","TCGA.SX.A7SM.01A","TCGA.BQ.7053.01A","TCGA.GL.A9DE.01A","TCGA.G7.6796.01A","TCGA.BQ.7061.11A","TCGA.B9.5155.01A","TCGA.MH.A562.01A","TCGA.UZ.A9PN.01A","TCGA.2Z.A9J3.01A","TCGA.B9.A8YH.01A","TCGA.EV.5902.01A","TCGA.DW.7838.01A","TCGA.BQ.5883.01A","TCGA.SX.A7SN.01A","TCGA.Y8.A898.01A","TCGA.KV.A6GD.01A","TCGA.BQ.5877.01A","TCGA.G7.6790.01A","TCGA.A4.8312.01A","TCGA.GL.6846.11A","TCGA.BQ.5879.01A","TCGA.UZ.A9PQ.01A","TCGA.G7.7502.01A","TCGA.A4.8516.01A","TCGA.IZ.A6M9.01A","TCGA.BQ.5890.01A","TCGA.UZ.A9PS.01A","TCGA.MH.A561.01A","TCGA.MH.A55W.01A","TCGA.IA.A83V.01A","TCGA.2Z.A9JQ.01A","TCGA.B9.A5W8.01A","TCGA.BQ.5882.01A","TCGA.B9.7268.01A","TCGA.GL.A59R.11A","TCGA.5P.A9K6.01A","TCGA.Y8.A8RY.01A","TCGA.A4.A5XZ.01A","TCGA.MH.A855.01A","TCGA.HE.7130.01A","TCGA.P4.AAVK.01A","TCGA.UZ.A9PS.05A","TCGA.B9.4617.01A","TCGA.Y8.A8S1.01A","TCGA.G7.7501.01A","TCGA.BQ.5877.11A","TCGA.J7.A8I2.01A","TCGA.SX.A7SO.01A","TCGA.2Z.A9JO.01A","TCGA.A4.A57E.01A","TCGA.P4.A5ED.11A","TCGA.DW.7834.01A","TCGA.BQ.7046.11A","TCGA.P4.A5E7.01A","TCGA.BQ.7044.11A","TCGA.BQ.5875.01A","TCGA.BQ.5887.11A","TCGA.GL.A9DC.01A","TCGA.MH.A856.01A","TCGA.BQ.5878.01A","TCGA.EV.5901.01A","TCGA.BQ.7060.01A","TCGA.G7.A4TM.01A","TCGA.Y8.A895.01A","TCGA.B1.A47M.01A","TCGA.DW.7841.01A","TCGA.5P.A9JV.01A","TCGA.A4.7734.01A","TCGA.SX.A7SR.01A","TCGA.DZ.6133.01A","TCGA.B3.4103.01A","TCGA.5P.A9KC.01A","TCGA.UZ.A9PM.01A","TCGA.BQ.5888.11A","TCGA.UZ.A9PP.01A","TCGA.2Z.A9JE.01A","TCGA.2Z.A9JN.01A","TCGA.B9.4116.01A","TCGA.5P.A9KF.01A","TCGA.IZ.A6M8.01A","TCGA.A4.A5Y1.01A","TCGA.2Z.A9JP.01A","TCGA.AL.7173.01A","TCGA.GL.7966.11A","TCGA.G7.6793.01A","TCGA.GL.6846.01A","TCGA.BQ.5891.01A","TCGA.MH.A857.01A","TCGA.DZ.6135.01A","TCGA.UZ.A9PU.01A","TCGA.DW.5560.01A","TCGA.GL.A59R.01A","TCGA.GL.7966.01A","TCGA.IA.A83W.01A","TCGA.A4.8098.01A","TCGA.B9.4115.01A","TCGA.B9.5156.01A","TCGA.DW.5561.01A","TCGA.BQ.5882.11A","TCGA.DW.7963.01B","TCGA.5P.A9K9.01A","TCGA.SX.A71R.01A","TCGA.BQ.7051.01A","TCGA.BQ.5880.01A","TCGA.A4.7996.01A","TCGA.F9.A97G.01A","TCGA.B1.7332.01A","TCGA.BQ.7059.01A","TCGA.A4.A7UZ.01A","TCGA.SX.A71S.01A","TCGA.P4.AAVO.01A","TCGA.DZ.6132.01A","TCGA.DZ.6132.11A","TCGA.5P.A9KE.01A","TCGA.B9.A44B.01A","TCGA.A4.A57E.11A","TCGA.2Z.A9JT.01A","TCGA.2Z.A9J8.01A","TCGA.HE.A5NJ.01A","TCGA.2Z.A9JK.01A","TCGA.EV.5903.01A","TCGA.2Z.A9J2.01A","TCGA.AL.3466.01A","TCGA.2Z.A9J6.01A","TCGA.A4.8515.01A","TCGA.BQ.5890.11A","TCGA.P4.A5ED.01A","TCGA.BQ.7056.01A","TCGA.P4.AAVL.01A","TCGA.BQ.5879.11A","TCGA.A4.7915.01A","TCGA.BQ.5887.01A","TCGA.DW.7840.01A","TCGA.F9.A7VF.01A","TCGA.BQ.7044.01A","TCGA.UZ.A9PV.01A","TCGA.BQ.5893.01A","TCGA.BQ.7058.01A","TCGA.BQ.5885.01A","TCGA.A4.7585.01A","TCGA.BQ.7059.11A","TCGA.A4.A4ZT.01A","TCGA.2Z.A9JG.01A","TCGA.IA.A83S.01A","TCGA.B9.4117.01A","TCGA.A4.A48D.01A","TCGA.P4.A5E8.01A","TCGA.AL.3472.01A","TCGA.Y8.A897.01A","TCGA.DZ.6134.11A","TCGA.B9.A5W7.01A","TCGA.Q2.A5QZ.01A","TCGA.A4.8310.01A","TCGA.BQ.7045.01A","TCGA.B1.A656.01A","TCGA.V9.A7HT.01A","TCGA.SX.A7SP.01A","TCGA.4A.A93W.01A","TCGA.DW.7836.01A","TCGA.DW.7837.01A","TCGA.Y8.A894.01A","TCGA.BQ.7046.01A","TCGA.P4.A5E6.01A","TCGA.4A.A93X.01A","TCGA.A4.7584.01A","TCGA.SX.A71U.01A","TCGA.SX.A7SS.01A","TCGA.AL.A5DJ.01A","TCGA.2Z.A9JD.01A","TCGA.BQ.7055.01A","TCGA.DZ.6133.11A","TCGA.HE.7128.01A","TCGA.F9.A8NY.01A","TCGA.KV.A6GE.01A","TCGA.Y8.A8RY.11A","TCGA.5P.A9K0.01A","TCGA.BQ.5892.01A","TCGA.DW.7839.01A","TCGA.BQ.5875.11A","TCGA.5P.A9KH.01A","TCGA.BQ.7055.11A","TCGA.5P.A9K2.01A","TCGA.BQ.5881.01A","TCGA.G7.6789.01A","TCGA.J7.6720.01A","TCGA.5P.A9K8.01A","TCGA.BQ.5888.01A","TCGA.BQ.5891.11A","TCGA.BQ.7049.01A","TCGA.HE.A5NL.01A","TCGA.G7.A8LC.01A","TCGA.Y8.A8RZ.01A","TCGA.PJ.A5Z9.01A","TCGA.5P.A9JW.01A","TCGA.BQ.7061.01A","TCGA.P4.AAVM.01A","TCGA.GL.A9DE.11A","TCGA.IA.A40U.01A","TCGA.HE.A5NH.01A","TCGA.P4.A5EB.01A","TCGA.BQ.5894.01A","TCGA.A4.7288.01A","TCGA.2Z.A9JL.01A","TCGA.2Z.A9J9.01A","TCGA.B9.4113.01A","TCGA.A4.7287.01A","TCGA.IA.A40X.01A","TCGA.SX.A71V.01A","TCGA.5P.A9K3.01A","TCGA.B1.A47N.01A","TCGA.BQ.7045.11A","TCGA.UZ.A9PL.01A","TCGA.BQ.7051.11A","TCGA.BQ.5884.01A","TCGA.DW.7842.01A","TCGA.A4.A5DU.01A","TCGA.HE.A5NF.01A","TCGA.SX.A7SL.01A","TCGA.G7.6792.01A","TCGA.B1.A47O.01A","TCGA.BQ.5878.11A","TCGA.KV.A74V.01A","TCGA.PJ.A5Z8.01A","TCGA.A4.A4ZT.11A","TCGA.B3.3926.01A","TCGA.GL.8500.01A","TCGA.2Z.A9JS.01A","TCGA.MH.A560.01A","TCGA.P4.A5E8.11A","TCGA.BQ.5894.11A","TCGA.MH.A55Z.01A","TCGA.F9.A7Q0.01A","TCGA.2Z.A9JI.01A","TCGA.2Z.A9JJ.01A","TCGA.AL.3471.01A","TCGA.5P.A9JY.01A","TCGA.SX.A71W.01A","TCGA.B9.A5W9.01A","TCGA.GL.A4EM.01A","TCGA.HE.A5NK.01A","TCGA.A4.8311.01A","TCGA.MH.A854.01A","TCGA.SX.A7SQ.01A","TCGA.5P.A9K4.01A","TCGA.UZ.A9PK.01A","TCGA.BQ.7050.01A","TCGA.BQ.5884.11A","TCGA.G7.6795.01A","TCGA.IZ.8196.01A","TCGA.SX.A7SU.01A","TCGA.G7.A8LD.01A","TCGA.F9.A4JJ.01A","TCGA.BQ.7062.01A","TCGA.A4.8518.01A","TCGA.A4.7732.01A","TCGA.A4.A772.01A","TCGA.UZ.A9Q1.01A","TCGA.B9.4115.11A","TCGA.GL.A9DD.01A","TCGA.AL.3473.01A","TCGA.2Z.A9JR.01A","TCGA.B3.3925.01A","TCGA.UZ.A9PX.01A","TCGA.2Z.A9J5.01A","TCGA.A4.7583.01A","TCGA.B3.4104.01A","TCGA.DZ.6134.01A","TCGA.5P.A9JZ.01A","TCGA.BQ.5876.01A","TCGA.5P.A9JU.01A","TCGA.P4.A5EA.01A","TCGA.5P.A9KA.01A","TCGA.IA.A40Y.01A","TCGA.UZ.A9Q0.01A","TCGA.B1.A657.01A","TCGA.J7.8537.01A","TCGA.2Z.A9J1.01A","TCGA.GL.A59T.01A","TCGA.A4.8517.01A","TCGA.UZ.A9PZ.01A","TCGA.UZ.A9PR.01A","TCGA.AL.3467.01A","TCGA.2Z.A9JM.01A","TCGA.B3.8121.01A","TCGA.DZ.6131.11A","TCGA.BQ.7048.01A","TCGA.IA.A83T.01A","TCGA.WN.AB4C.01A","TCGA.B3.A6W5.01A","TCGA.G7.A8LB.01A","TCGA.B1.A655.01A","TCGA.A4.7286.01A","TCGA.HE.A5NI.01A","TCGA.BQ.5889.01A","TCGA.AT.A5NU.01A","TCGA.AL.3468.01A","TCGA.IZ.8195.01A","TCGA.UZ.A9PO.01A","TCGA.UN.AAZ9.01A","TCGA.B1.A654.01A","TCGA.4A.A93Y.01A","TCGA.O9.A75Z.01A","TCGA.A4.A6HP.01A","TCGA.G7.6797.01A","TCGA.A4.8630.01A","TCGA.Y8.A896.01A","TCGA.B1.5398.01A","TCGA.WN.A9G9.01A","TCGA.B9.A8YI.01A","TCGA.GL.7773.01A","TCGA.UZ.A9PJ.01A","TCGA.A4.7828.01A","TCGA.B9.A69E.01A","TCGA.HE.7129.01A","TCGA.A4.A5Y0.01A","TCGA.G7.A8LE.01A","TCGA.BQ.5886.01A","TCGA.A4.7997.01A","TCGA.Y8.A8S0.01A"
"DCN","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION ",15.8036837185918,10.6593461354119,16.558719901805,17.2533362439565,12.1817359074041,17.0180463306546,19.737314728426,16.1781046538123,13.532266932784,19.0667023492911,16.3580044095896,13.779542084045,10.8512085789076,17.6025657918342,18.007427145826,13.6226861257465,17.2781675004473,18.6586823862022,17.1061287506037,14.9124833948659,15.5695837068802,18.6895682488301,17.226260364865,14.372662867732,17.1865814541003,14.656970067173,14.4599907984041,8.46277022300172,11.7084762053501,17.1743820945518,10.6511348347884,19.4007503662769,16.3256919509944,15.2817031071656,15.1035270822147,11.3705291926571,18.7637639165725,17.6979470093813,15.3325377837947,13.6662546507582,13.2217743325239,15.7023775445028,16.5130135922664,13.3041494509156,14.9256293234408,17.2609559287908,15.3421594800909,19.2502096744826,16.2128749860153,13.4448896481549,16.1398392013319,14.0338191800845,19.871867868263,18.3781934505277,19.4277317758828,17.7704098553078,19.7942624110555,14.7905887158105,18.6782407760144,12.3755818854121,15.2426391215377,13.1506230119062,18.372203026794,16.2999904488134,17.2519494471463,12.0332294287762,15.8509382815134,16.3703893665424,16.5562737955401,17.7388151624043,12.8278084465307,14.4241708961162,18.0837913997118,15.2199196085084,14.3572495025098,18.932513194047,17.5119304700109,14.7762112392557,16.6854057993731,16.1109079292703,15.7013268928344,14.8369706509438,16.3624783254931,16.66254493202,18.3370883715195,19.1183662615566,17.8859331195269,18.0053558235928,12.9536632447542,16.3373589395478,16.0129784964418,12.5164863089813,15.9043134350405,13.9167057561654,17.2850070458105,15.9298596133675,13.4367122637708,14.7180892901786,16.3138293358614,15.461164012417,18.6680260785463,15.0132325668773,17.472688399442,11.7285611969525,11.7765791315731,17.8680879709022,14.0555513580282,14.353202218623,15.7859565182093,16.2837482335714,17.3339247827414,16.5019767396388,15.3092554991152,18.6809530067583,19.7715668321123,13.1572664000982,16.2738799881204,19.6168287933748,16.4798161139714,11.3654694808055,16.2445235833691,18.2118086742674,19.6117210726276,16.2167660267738,16.7570074634271,14.6836727072152,13.0971221304294,20.7293978242177,12.058503102706,15.8365712520021,17.3501233039508,19.2161313681889,17.7882706365331,18.4177277104634,14.5953596185033,10.5956993234716,13.2737500671961,10.2468374508171,17.4793164945195,15.7127335717132,12.6688728369799,17.6511451821607,19.5445206351413,15.8949890110212,14.3277711084556,16.9500768184964,16.0263319540024,14.7863559218454,20.2354965413906,17.3526450075733,14.2602970382855,19.8144049917133,13.3653640000804,16.1682543282799,14.9069913505317,16.6373333676765,19.8032870827183,15.0044699333899,15.55699160308,17.0751973359278,17.5959664255849,16.3388149082548,13.5033061232165,14.8087095680658,15.4421101154045,11.1311644561718,14.3364726234483,13.889149218937,15.3789963887095,14.6729907554279,16.4535272156026,14.9183092937655,18.7615714503356,15.9424965523406,14.0089703310271,16.048741314742,18.5001590880903,14.0419415733967,16.6755397697927,12.2642487259809,19.8349720256774,9.84378746403025,19.057860692518,11.5063683728907,17.1712856139319,19.2848139971182,19.1241260073067,10.5984659008692,13.9251718759683,19.3951382866234,18.9406448093701,15.2979121688447,15.1961185557786,12.8213635073468,15.7460813071145,14.0333794742088,16.4356299096828,14.3852120380827,18.5059081556303,15.3486519160419,8.89494800226134,12.6508628191008,18.4133391785579,16.2267454547317,16.4841795798953,13.28443649892,15.1458169686329,19.1087948157102,7.66885149628843,13.8976098259121,12.4873675883275,17.7610962098646,20.1780666425073,8.56504530284903,19.4718560524871,16.073471441631,16.4154845629094,13.2601851911343,15.805333080188,12.1713199774101,15.5431281855996,14.2338497047198,19.4750096882104,14.7442309512315,17.1100657985986,17.8307037607853,17.3285012308347,13.5485503908778,11.4812514940966,16.0643448789303,20.0026478122583,19.3055614942671,10.8931332627187,18.0704827835363,16.0445819077345,18.07724981842,13.4794203465125,7.92503372626749,15.2279275030172,15.861417357678,17.9903309032959,16.4241242795555,14.7645251463723,16.29046605109,15.0462993765035,14.4331697666178,15.4023066305666,12.5961735555318,19.5194943491633,13.7405197401071,16.3182899295157,16.9641099220329,15.48950882703,16.90669795706,17.3147598617543,16.7271242936571,13.1518698111297,16.0150339304854,10.2514437343355,19.6358041116727,16.0570117801229,13.6820618059372,15.2482460384348,17.2551345913816,16.107603786273,16.5839722457829,13.4073191327951,17.6781110773444,18.4474542116904,13.9265071244324,17.3594630071173,11.6416451223442,18.7389719991211,16.8290096971926,11.5700935193414,10.2196720268246,16.2848430494659,16.9788752905113,15.6985405919304,13.8497960593586,14.0168752713953,15.3493902521005,15.491570577756,10.6817651960266,17.7096626234129,16.0743857359782,18.0495112895837,16.6719685201225,15.4125722920383,13.5436605338367,11.7615747195571,7.82856695684076,12.6300679888897,15.5998501401053,15.1603654656755,19.8259346510775,17.3804957145763,11.5573732624289,14.0144627878538,14.2277715698612,14.782950007158,16.6866444278108,19.3919901445763,17.2040628010893,13.1805612006027,14.5880602003037,11.3947050501815,14.1384849591861,12.1913942033085,9.53101605411812,13.4865372248822,15.2422419044201,13.3914407775655,16.2783583292221,13.9889302604372,8.87022258893003,11.1692520204203,18.7858892556678,14.4394298782072,16.1281000836665,15.679768995631
"PC","HALLMARK_FATTY_ACID_METABOLISM ",17.0646134896711,16.1970625851702,17.0132758642636,16.6385769628355,18.1534614586846,18.3608091585439,17.1665351463,16.9918613693391,17.2721684415629,16.920359524177,17.5123169465849,16.9498607893202,16.5187851420629,17.2691470734495,16.9567908946455,16.1366132970087,17.1613764153897,17.1446507122838,15.4474513745368,18.4324147414051,16.5766462336377,19.6659263466682,16.1980887264316,14.6718716952453,16.0311955563664,17.9536741202197,16.5934863394307,18.3522664833183,16.529686231714,17.2469938673312,15.7021916743704,17.83041703068,16.7844092613715,17.1507004183482,15.2398783422787,17.0548116196303,16.5948255622394,17.6672157769634,16.3656350682748,18.7781913603615,17.8294292021673,14.4629238525388,18.0428084704027,18.9859582301768,16.1076112018974,18.3932220759937,17.5972988536741,19.9751831079439,15.8555550742476,19.2533613671065,17.7524790517058,18.9218154579848,16.7711143799228,16.3591357831315,19.3306721549104,16.6186147515416,18.8122910892733,17.1219431296587,18.2184668410062,18.3454669509201,16.3919963000137,19.2121496301022,15.6151721773384,18.2152204692465,16.8080547792649,16.0525341927562,16.4432438449285,15.8862633379226,16.9868328697121,16.2685180732172,16.5593844326764,18.3242159234639,16.5723990857767,17.6547298375383,17.6071012749643,17.0321028126077,17.4990764615346,15.8833630809216,17.40440621442,15.4721608548137,18.5513007458434,18.0955071011688,16.9502146513534,18.4002957835032,16.1875134661367,16.2923082711381,16.0312174465091,17.6131718152472,17.2893918096032,16.0228126054729,17.5383121763658,16.9042689995845,15.1571480884614,17.2748347799198,15.8523867285241,16.6745917142695,15.4969204420524,16.6327695453112,17.3654340021914,16.4818832075653,20.3985184182989,17.4732088123272,15.8064865995028,17.2182764519945,18.7019016777785,18.6421542877646,17.9272818132943,17.8114451761429,17.8677222244982,17.0052668146472,15.7024475616843,16.3248911170312,17.7866919090828,16.8741423284043,18.014910835053,18.3894807038371,18.1651756184837,17.6344374722753,18.1992318319652,16.3644122459369,16.4871389651674,16.3530649066422,16.7610434894789,18.4734069195764,16.1791745494424,17.5158901582883,18.1938575721745,19.3218947812508,16.7308694232851,19.2723479891389,16.7213559024173,20.0525311010506,17.1210682963807,16.5704039184549,16.6067844313042,17.1017199980925,17.7726366717587,17.0199295185533,16.6905421563841,18.0073769689207,18.0408926063185,19.7974284488153,19.5142642242412,16.6637300494521,14.9944952840819,18.2165973252702,16.696007417806,20.1717794955423,18.4699111328101,16.9728950217547,17.5597139631645,19.4298537168665,17.478792818422,17.8936426110864,17.5248736170688,17.0641416356328,16.9848961795585,16.3251321371143,17.7799408321967,16.7200891865872,16.2436483541419,17.3731136041742,17.0543574324888,17.5535172641288,18.0694278329016,18.3811862078169,17.6218453791049,17.0823100714642,16.1891191644839,15.7744607106298,18.5709944610808,15.3019776303086,19.7891577595101,17.041361867038,17.089729843709,17.4908669149943,16.5937382316648,17.8065868110606,18.1147666945255,18.0978748812701,17.7642687340141,16.1134500433828,17.9491881273952,16.3507454442653,19.136953914434,15.9187133173324,17.2423998658771,16.593244216056,15.5549380938517,20.056736747154,17.7907817144507,16.6540167926823,14.905338962511,17.2174624412757,16.8157514426183,17.8129881603379,18.3398266697379,19.4772213045522,17.1835349155343,16.5457144590431,17.7103985670206,19.8851643267137,16.1430783990222,19.7867300787408,16.3702328093796,14.5865593912432,15.9844263404871,15.6034622240141,17.7014333661209,17.3474822201994,15.4900580503076,16.4771549856608,19.7587764421314,17.382772310798,18.5888184241108,17.1469053559443,17.194351130056,16.4083726271047,18.0793571602919,15.8749452840329,18.1420733867025,16.0216545989897,19.9261431839663,19.5982255024842,15.3421138928179,16.6333446188959,15.8191333910234,17.1019030882058,16.7193398197799,17.393119072313,16.9563099312307,19.9219088894927,16.2433556310286,16.0770438153061,16.6829373873188,18.289115955374,16.8521151235628,17.7209496131456,17.1043890700876,15.4625433244962,18.4732527133856,15.8089543111543,16.2855126921499,17.0810233227063,16.333395487862,16.915480277676,16.7176530529068,17.7845014631708,20.1284184019001,16.9532164440581,16.9015956804581,16.4981686400626,13.3840956261045,16.2650778267978,17.1578645349081,20.6334481194466,16.3724481965486,16.980477066063,18.4764287815234,19.0325295284481,17.4119027872089,17.0461096438874,17.2621870247312,16.1695686216961,17.8442437896877,16.8341926871316,15.4722916845134,15.3149585695355,18.4995313991113,16.8725590280249,16.140608522019,17.7805694522356,15.5305742159277,16.5975735497033,14.7022187351143,17.893200903947,16.2412337953225,17.3317962484582,16.9329564661236,17.1871945669305,17.684302884915,16.5981417000921,17.3962418430562,18.1282394036931,16.2260732436768,16.6108979555228,18.6224196049261,17.5711224145709,17.3722204013843,17.8501820320959,15.8206580847528,16.941090379773,18.7272909691273,18.1767880077374,16.8565890247503,16.4519666377397,16.328813572194,17.0437215657054,18.1315863591769,18.4819654949674,15.4799778953904,16.4337296387051,17.0338344624112,16.2435595882593,17.4435187314112,16.1506865720353,17.5176342631701,15.4877809625779,18.7312996479223,17.5893186475894,19.4421414677552,17.7137649575277,16.3204679084904,16.1254455295684,15.8807614623879,17.1687254947755,18.2380218582895,16.3711860804794,18.4010073881611,17.6116011200867,16.7758120359603
"PCK2","HALLMARK_FATTY_ACID_METABOLISM ",17.9758504307414,18.366794095062,18.5341874730466,18.2899289340743,20.3917218304377,16.6541396492824,17.5060516815518,16.9116530134027,18.274983164744,16.7044324295306,18.4250695686442,18.0878920557584,17.7036804872881,17.6759231392825,19.2828536830594,17.9120894138273,17.9903156870863,18.1319700231731,17.4442155860707,19.2716448049798,18.0169712176604,21.6961668595136,18.5283350083153,18.5729140966309,17.9635098408671,17.9547831902727,17.5866521785436,19.8581558137075,17.4464362835967,17.6911040547352,17.3396276220938,17.9114089636554,17.7895716041871,17.9117724793743,20.0867654398524,17.9054841099515,17.0289740997454,19.0484264611338,16.986533043632,19.1653617495193,18.0395820844069,18.1045260799843,20.1573408998582,20.547564189725,17.7710377131894,19.2535641278578,19.4915936726185,22.4176419305711,18.9966549578837,20.0183517985853,19.9795567516996,18.1985304777641,17.3646189698459,17.2276848995661,21.4382963353063,16.846962759944,21.2712622274552,19.0828897695925,19.8586169032924,17.7802971035171,17.4368161140012,17.5591559180193,17.2264430388998,19.3331908503027,17.97504131398,17.3462554168398,17.6725085420377,17.9543778199284,17.946732826372,17.3298054148945,17.3447643377371,18.32259388515,17.750186784089,17.8145982127358,19.1811191197338,17.8396533925643,17.7125840193587,17.8280083432853,18.3271408910371,16.2059570710129,18.9543080998582,19.14665228361,17.1550401972513,19.1819733210861,16.5437106195806,17.3989482134011,17.6525491761746,17.8048533699601,17.7674010911679,16.8625658835467,17.975645689333,17.6777596147233,16.6321323376549,17.2437306623449,18.4426617010839,17.6390129198575,18.080428669357,18.3299768370916,17.9007213081656,18.149661264709,22.2338697048786,18.8590602871645,17.9698627126311,17.6678262622264,18.0899436941773,20.3872536621585,17.6423503518188,19.3651269938425,17.9004850986688,18.5095525971517,17.4208663479896,16.925562186191,19.0707928535044,17.2694826228134,19.048988310292,19.1655922422684,18.9264260368201,17.6847585242007,19.3356821377199,17.5157718134844,16.5118890971696,16.8902001797084,17.8269264024089,20.6975025127694,16.0827348522065,18.4004456754488,18.596176740318,21.1716725820236,17.6829182016689,18.6204192122379,17.5635546352006,21.684542995542,18.1618504889212,16.6244164210958,18.2977408969441,17.7902139866498,19.1881953319174,17.4724294351961,17.6993642297094,21.0513992309794,17.4008905427971,19.0671495247584,21.6847391574035,17.205543236766,17.8209605459689,19.3223257208196,16.8510343906664,19.7240807007127,18.7939147249639,17.5985492445484,17.2533623456453,21.2161784896487,18.2890506747445,19.838115897995,17.5366254365258,18.4461868235806,19.4543998548582,17.7397463796609,17.7872467676388,17.6560597004243,17.1760746329337,18.4156749089549,17.128213275909,18.6645072787652,17.8363262449296,19.1636744213705,18.3708117938943,17.5626963169986,17.1483327839072,17.4460393494262,19.87151074622,18.2354608081863,21.6100571722825,17.7365495604073,19.0012102973626,18.3021376664638,17.0418834558049,19.1507917670971,19.0495300438144,17.8383366946386,19.4452317246325,15.9929710189107,19.3312788834822,17.4813206108204,20.2226112650629,17.1507068471681,17.6913063145757,17.2331572027796,17.2931627150331,21.5856944562303,17.2107279134998,18.2669974139129,16.5764863122062,17.2714055127801,17.8794474496406,18.2058967681904,19.4669519445882,20.7336725095015,17.7829542923005,16.8346177683399,17.838310277333,17.8127647800041,18.5660360588342,19.4162523118157,17.9461051607828,16.7605282943846,17.7732974191372,20.6336748795465,17.9558711257642,17.9815782164795,19.6446344903931,17.4197714434765,21.4940097033788,17.5726496962417,20.7885178421724,18.8315948670335,16.895215622728,17.878609129815,18.7246775619537,17.2297144546952,17.4168625946814,17.6546360074332,22.1404270729263,19.4292414976919,16.8917945380072,16.7862403730031,16.7552366514535,16.5427192257636,16.9645096397351,19.0280401398443,17.8815775769353,22.0790916046846,17.6212251432245,17.0037805895628,18.0822358600318,17.9875822150499,17.4598545868601,18.7142583176668,17.5003719992754,17.0927101078779,19.3199860592705,15.8709606598711,16.6712688610049,16.9471855771525,17.7490144351137,17.870112010327,17.0157627869475,19.4407273225316,22.3822006251211,17.1302495481189,16.8027426525511,17.8230056138152,15.20814890896,19.0588083183578,17.6363730702395,21.0473079644051,17.3334556222801,18.4504204348749,20.0121363994666,20.700710824897,17.8533931999682,17.6286167613606,17.8777674337047,17.0207533190404,18.0682581330829,17.5420774587791,16.3900847475731,17.8340981840073,18.8803511266879,19.1111127225052,17.0071131032823,17.6363183546414,18.1085745599437,17.5096391632045,16.7864692141679,18.5439581578301,17.3790291655354,19.6949009452743,18.206158384262,17.9497963937072,18.9772395175325,17.2108791530432,18.0908052816987,16.8838665700715,17.8501660234166,17.4351390837626,18.3665509007303,19.452481393426,18.2649107747177,19.2301605798667,18.2363236603953,17.6337240202849,18.0482444621501,18.434332403545,17.4764282173086,17.6452323079639,16.9411044231719,16.8222392534907,17.3080610188892,19.9732425387385,17.3096342344038,17.7849069724146,18.7217069863674,17.5453291000745,18.8043264077335,17.5959852935288,16.8932681795655,17.6121312474387,18.6200505897313,18.1666048334089,19.8161395393861,17.6084452070297,17.4992261451849,17.4480573137767,20.4157628321271,16.8460366833537,19.4935070031246,17.0814413660283,20.8019658580261,17.0587870567095,17.0392379940789
